pdb_id,cid,target,species,affinity,affinity_type,tanimoto
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),8,IC50,0.89691
4I5X,5281607,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),6600,IC50,0.96133
1H7U,5281607,DNA gyrase subunit A/B,Escherichia coli (strain K12),68,IC50,0.96133
3LII,5281607,Acetylcholinesterase,Homo sapiens (Human),12,IC50,0.96133
2CAB,5281607,Carbonic anhydrase 2,Homo sapiens (Human),740,Ki,0.88776
7LAF,5281607,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),2.26e+4,IC50,0.94054
4Q0L,5281607,Carbonic anhydrase 3,Bos taurus (Cattle),11600,Ki,0.96133
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),700,IC50,0.96133
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),80,IC50,0.93048
1SLM,5281607,Stromelysin-1,Homo sapiens (Human),16200,IC50,0.88776
5NN5,5281607,Lysosomal alpha-glucosidase,Homo sapiens (Human),6.0,IC50,0.88776
1QF8,5281607,Casein kinase II subunit alpha 3,Homo sapiens,800,IC50,0.96133
7LAF,5281607,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),3200,IC50,0.88776
2LEO,5281607,Serine protease 1,Bos taurus (bovine),35300,IC50,0.88776
1QF8,5281607,Casein kinase II subunit alpha,Homo sapiens (Human),740,Ki,0.96133
4Q0L,5281607,Carbonic anhydrase 3,Bos taurus (Cattle),5400,Ki,0.88776
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),10200,IC50,0.88776
7D3E,5281607,NADPH oxidase 4,Homo sapiens (Human),850,IC50,0.88776
2CAB,5281607,Carbonic anhydrase 2,Homo sapiens (Human),2240,Ki,0.95977
3GNI,5281607,Cyclin-dependent kinase 5 activator 1 [99-307],Homo sapiens (Human),3800,IC50,0.88776
1IOX,5281607,Epidermal growth factor receptor,Homo sapiens (Human),3,IC50,0.96133
3IR3,5281607,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,Plasmodium falciparum,20000,IC50,0.95977
2WID,5281607,Cholinesterase,Homo sapiens (Human),37400,Ki,0.96133
2CS5,5281607,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),5180,IC50,0.87879
7LAF,5281607,Polyunsaturated fatty acid 5-lipoxygenase,Rattus norvegicus,10000,IC50,0.94054
7CE4,5281607,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens (Human),280,IC50,0.89840
3EQM,5281607,Aromatase,Homo sapiens (Human),>2.0e+4,IC50,0.88421
4M6N,5281607,Urease subunit beta,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),35400,IC50,0.88776
1MHL,5281607,Myeloperoxidase,Homo sapiens (Human),5790,IC50,0.92265
5BXJ,5281607,Androgen receptor,Homo sapiens (Human),300,IC50,0.97126
7LAF,5281607,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),19400,Ki,1.00000
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),1220,Ki,0.94054
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),220,Ki,0.90625
1OJ9,5281607,Amine oxidase [flavin-containing] A,Homo sapiens (Human),640,IC50,0.96133
2BYJ,5281607,"4-aminobutyrate aminotransferase, mitochondrial",Homo sapiens (Human),12800000,IC50,0.94054
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),520,Ki,0.96133
2B3X,5281607,TYR_PHOSPHATASE_2 domain-containing protein,Mycobacterium tuberculosis,1200,IC50,0.87879
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens (Human),600,Ki,0.94054
3IBD,5281607,Cytochrome P450 2B6,Homo sapiens (Human),>25000,IC50,1.00000
5VAR,5281607,Lysine-specific histone demethylase 1A,Homo sapiens (Human),12500,IC50,0.94054
5N2R,5281607,Adenosine receptor A2a,Rattus norvegicus (rat),7580,Ki,0.96133
5ABW,5281607,Neutrophil elastase,Homo sapiens (Human),10100,Ki,0.88776
5YZ5,5281607,Glycogen synthase kinase-3 beta,Rattus norvegicus (rat),800,IC50,0.88776
3F9P,5281607,Lactoperoxidase,Bos taurus (Bovine),17800,IC50,0.96133
3BT0,5281607,Transthyretin,Homo sapiens (Human),250,Kd,0.96133
5V6A,5281607,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),280000,IC50,0.96133
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),>2340,Ki,0.89691
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),7.0,Ki,0.93048
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),1,IC50,0.89840
5TPT,5281607,Amyloid-beta precursor protein,Homo sapiens (Human),23000,IC50,0.96133
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),3370,IC50,0.88776
3D3L,5281607,Polyunsaturated fatty acid lipoxygenase ALOX12,Homo sapiens (Human),>100000,IC50,0.95977
2F2C,5281607,Cyclin homolog/dependent kinase 6,Saimiriine herpesvirus 2,1700,IC50,0.96133
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),427,IC50,0.96133
3DWW,5281607,Prostaglandin G/H synthase 1/2,RAT,50000,IC50,0.94054
1OJ9,5281607,Amine oxidase [flavin-containing] B,Homo sapiens (Human),59700,IC50,0.88776
1OJ9,5281607,Amine oxidase [flavin-containing] B,Homo sapiens (Human),49,Ki,0.93048
3IR3,5281607,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,Plasmodium falciparum,11500,Ki,0.88776
3LII,5281607,Acetylcholinesterase,Homo sapiens (Human),65800,Ki,0.88776
4BYI,5281607,Aurora kinase B,Homo sapiens (Human),3.85e+3,IC50,0.90625
1XQZ,5281607,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),1585,IC50,0.88776
5V6A,5281607,Replicase polyprotein 1ab,2019-nCoV,2940,EC50,0.94054
5YR7,5281607,"Cytosol aminopeptidase [33-68,L62W]",Sus scrofa (Pig),49600,IC50,0.88776
4BC5,5281607,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Escherichia coli,3.4e+3,IC50,0.88776
3EQM,5281607,Aromatase,Homo sapiens (Human),30.5,IC50,0.95977
2W2I,5281607,Lysine-specific demethylase 4E,Homo sapiens (Human),4330,Ki,0.94054
4XZ0,5281607,Tyrosine-protein kinase SYK,Homo sapiens (Human),4500,EC50,0.88776
1F6W,5281607,Carboxylic ester hydrolase,Rattus norvegicus (rat),>1.00e+5,IC50,0.90625
5W2I,5281607,Inositol polyphosphate multikinase,Homo sapiens,29000,IC50,0.96133
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),12600,IC50,0.90625
6NB3,5281607,Spike glycoprotein [668-1255],SARS-CoV,10600,EC50,0.88776
2KES,5281607,Alpha-synuclein,Homo sapiens (Human),8200,IC50,0.94054
6D4D,5281607,Tyrosine-protein phosphatase non-receptor type 22,Homo sapiens (Human),30290,IC50,0.87879
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),42,Ki,1.00000
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),1260,IC50,1.00000
4M6N,5281607,Urease subunit beta,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),2185000,IC50,0.91099
3EQM,5281607,Aromatase,Homo sapiens (Human),1,IC50,1.00000
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),34674,Kd,0.95977
1BHG,5281607,Beta-glucuronidase,Rattus norvegicus,13700,IC50,0.92265
2AFW,5281607,Glutaminyl-peptide cyclotransferase,Homo sapiens (Human),14200,IC50,0.89691
6Q20,5281607,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),33800,IC50,0.88776
2KTB,5281607,Protein polybromo-1,Homo sapiens (Human),12900,Kd,0.88776
5V6A,5281607,Replicase polyprotein 1ab,2019-nCoV,20,IC50,0.94054
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),7,IC50,0.93048
4XZ0,5281607,Tyrosine-protein kinase SYK,Homo sapiens (Human),12000,IC50,0.88776
3FVY,5281607,Dipeptidyl peptidase 3,Homo sapiens (Human),5.40e+4,IC50,0.96133
2AFW,5281607,Glutaminyl-peptide cyclotransferase,Homo sapiens (Human),45200,IC50,0.92265
4W9N,5281607,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Escherichia coli,7050,Ki,0.88776
5YZ5,5281607,Glycogen synthase kinase-3 beta,Rattus norvegicus (rat),7200,IC50,1.00000
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),41000,IC50,0.94054
1QIP,5281607,Lactoylglutathione lyase,Homo sapiens (Human),7700,IC50,0.88776
4I5X,5281607,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),6000,Ki,0.96133
3GNI,5281607,Cyclin-dependent kinase 5 activator 1 [99-307],Homo sapiens (Human),3100,IC50,1.00000
3LPO,5281607,"Sucrase-isomaltase, intestinal",Rattus norvegicus (Rat),2.6,IC50,0.94054
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15,Rattus norvegicus,15,IC50,0.94054
5EJK,5281607,Integrase,Human immunodeficiency virus 1,1400,IC50,1.00000
7LAF,5281607,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),95400,Ki,0.93048
2ZNP,5281607,Peroxisome proliferator-activated receptor gamma,Mus musculus,24900,EC50,0.96133
3EQM,5281607,Aromatase,Homo sapiens (Human),2,IC50,0.92265
8D43,5281607,Alpha-glucosidase MAL62,Saccharomyces cerevisiae,20989398836,IC50,0.88776
1XQZ,5281607,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),14000,IC50,0.95977
5EJK,5281607,Integrase,Human immunodeficiency virus 1,1500,IC50,0.96133
5YZ5,5281607,Glycogen synthase kinase-3 beta,Homo sapiens (Human),3812,EC50,0.88776
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),830,IC50,0.88776
5AKV,5281607,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),2720,IC50,0.86364
5UEN,5281607,Adenosine receptor A1,Rattus norvegicus (rat),1550,Ki,0.88776
1XQZ,5281607,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),15000,IC50,1.00000
1MHL,5281607,Myeloperoxidase,Homo sapiens (Human),3800,IC50,0.96133
5W2I,5281607,Inositol polyphosphate multikinase,Homo sapiens,>30000,IC50,0.93370
7VLN,5281607,Histone-lysine N-methyltransferase NSD2,Homo sapiens (Human),2650,IC50,0.90625
5AUW,5281607,Death-associated protein kinase 1,Homo sapiens (Human),31000,IC50,0.96133
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens (Human),>100000,IC50,0.95977
4JLG,5281607,Histone-lysine N-methyltransferase SETD7,Homo sapiens (Human),1960,IC50,0.90625
5L60,5281607,Proteasome subunit beta type-5,Homo sapiens (Human),1.000000,IC50,0.96133
7YXC,5281607,Nuclear receptor subfamily 0 group B member 1,Homo sapiens (Human),>67615,IC50,0.91099
4CDE,5281607,Dipeptidyl peptidase 4,Homo sapiens (Human),120,IC50,0.88776
4CDE,5281607,Dipeptidyl peptidase 4,Homo sapiens (Human),>200000,IC50,0.94054
5C3Z,5281607,Chemotaxis protein CheA,Escherichia coli (strain K12),111000,IC50,0.88776
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),4,IC50,0.93370
4I5X,5281607,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),9200,IC50,0.88776
2JFD,5281607,Fatty acid synthase,Homo sapiens (Human),62500,IC50,0.88776
2CAB,5281607,Carbonic anhydrase 2,Homo sapiens (Human),2700,Ki,0.96133
5YZ5,5281607,Glycogen synthase kinase-3 beta,Homo sapiens (Human),1500,IC50,0.88776
3T9C,5281607,Inositol hexakisphosphate kinase 2,Homo sapiens,1300,IC50,0.88776
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),54,IC50,1.00000
4NW3,5281607,Histone-lysine N-methyltransferase 2A,Homo sapiens (Human),2920,IC50,0.90625
5AKV,5281607,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),1.2e+3,IC50,0.87879
5L0A,5281607,"Fructose-1,6-bisphosphatase 1",Homo sapiens (Human),38200,IC50,0.90625
6FE2,5281607,Carbonic anhydrase 9,Homo sapiens (Human),2650,Ki,1.00000
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),7.8,IC50,0.88776
3TJM,5281607,3-oxoacyl-acyl-carrier protein reductase,Plasmodium falciparum,4000,IC50,0.88776
3EQM,5281607,Aromatase,Homo sapiens (Human),20,IC50,0.91209
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),3090,Kd,0.93548
5N2R,5281607,Adenosine receptor A2a,Rattus norvegicus (rat),6166,Ki,0.97126
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),4,IC50,0.96133
2AFW,5281607,Glutaminyl-peptide cyclotransferase,Homo sapiens (Human),37200,IC50,0.90625
1GGZ,5281607,Calmodulin-2,Homo sapiens (Human),33430,IC50,1.00000
4A82,5281607,Cystic fibrosis transmembrane conductance regulator,Homo sapiens (Human),9.0,EC50,0.96133
2J8T,5281607,Aldo-keto reductase family 1 member B1,Rattus norvegicus,6670,IC50,0.96133
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),10000,Kd,0.96133
4M6N,5281607,Urease subunit beta,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),302000,IC50,1.00000
6Q20,5281607,Neuraminidase,Influenza A virus,33360,IC50,1.00000
1QIP,5281607,Lactoylglutathione lyase,Homo sapiens (Human),11000,IC50,0.94054
2F25,5281607,Sialidase-2,Homo sapiens (Human),470000,IC50,0.92265
2WAJ,5281607,Mitogen-activated protein kinase 14,Homo sapiens (Human),2.78e+4,IC50,0.88776
1XQZ,5281607,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),4520,IC50,0.89840
2CAB,5281607,Carbonic anhydrase 1,Homo sapiens (Human),2200,Ki,0.88776
5MSB,5281607,Carbonic anhydrase 12,Homo sapiens (Human),35,Ki,1.00000
5DHG,5281607,G-protein coupled receptor 35,Homo sapiens (Human),3200,EC50,0.88776
5WWW,5281607,Zinc finger protein mex-5,Caenorhabditis elegans,31000,EC50,0.88776
2OHM,5281607,Beta-secretase 1,Homo sapiens (Human),11310,Ki,0.96133
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),8,IC50,0.90374
2J8T,5281607,Aldo-keto reductase family 1 member B1,Rattus norvegicus,1540,IC50,0.88776
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),1640,Ki,0.90625
4A82,5281607,Cystic fibrosis transmembrane conductance regulator,Homo sapiens (Human),81,Ki,0.96133
1YOW,5281607,Steroidogenic factor 1,Homo sapiens (Human),>67635,IC50,1.00000
4I5X,5281607,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),8300,IC50,0.95977
2J8T,5281607,Aldo-keto reductase family 1 member B1 [K65Q],Bos taurus (Cattle),13630,IC50,0.92265
1OJ9,5281607,Amine oxidase [flavin-containing] A,Homo sapiens (Human),4900,IC50,0.88776
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 3,Homo sapiens (Human),9.0e+3,IC50,0.95977
5YZ5,5281607,Glycogen synthase kinase-3 beta,Homo sapiens (Human),>300000,EC50,1.00000
7LO7,5281607,Multidrug resistance-associated protein 1,Homo sapiens (Human),2400,Ki,0.96133
2F25,5281607,Sialidase-2,Homo sapiens (Human),70000,IC50,0.90155
5DHG,5281607,G-protein coupled receptor 35,Homo sapiens (Human),18600,IC50,0.88776
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 3,Homo sapiens (Human),1.64e+4,IC50,0.96133
2WAJ,5281607,Mitogen-activated protein kinase 10,Homo sapiens (Human),5.78e+3,IC50,0.93048
5L0A,5281607,"Fructose-1,6-bisphosphatase 1",Homo sapiens (Human),29000,IC50,0.94054
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),45,Ki,0.93048
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),1249,IC50,0.88776
5NN5,5281607,Lysosomal alpha-glucosidase,Homo sapiens (Human),500000,IC50,0.94054
3LII,5281607,Acetylcholinesterase,Rattus norvegicus (rat),>500000,IC50,0.96133
1OJ9,5281607,Amine oxidase [flavin-containing] A,Homo sapiens (Human),121,IC50,0.93048
7WKZ,5281607,5-hydroxytryptamine receptor 7,Homo sapiens (Human),>350000,IC50,0.94054
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),>10000,IC50,1.00000
2CAB,5281607,Carbonic anhydrase 2,Homo sapiens (Human),4310,Ki,1.00000
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),2790,IC50,0.94054
2J8T,5281607,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),11900,IC50,0.96133
3LII,5281607,Acetylcholinesterase,Homo sapiens (Human),121600,Ki,0.96133
4YJ5,5281607,Pyruvate kinase PKM,Homo sapiens (Human),12500,IC50,0.90625
6NOW,5281607,D-alanine--D-alanine ligase,Helicobacter pylori (strain HPAG1),132700,IC50,0.96133
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),3300,IC50,0.94054
1BQO,5281607,Matrix metalloproteinase-9,Homo sapiens (Human),5620,IC50,0.88776
5ABW,5281607,Neutrophil elastase,Homo sapiens (Human),49900,Ki,0.96133
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15B,Rattus norvegicus,260,IC50,0.94054
5W2I,5281607,Inositol polyphosphate multikinase,Homo sapiens,>30000,IC50,0.93048
1Z9E,5281607,PC4 and SFRS1-interacting protein,Homo sapiens (Human),1059,IC50,0.88776
5AUW,5281607,Death-associated protein kinase 1,Homo sapiens (Human),120000,IC50,0.94054
4F7N,5281607,Cyclin-dependent kinase 5,Rattus norvegicus,>250000,EC50,0.96133
3TJM,5281607,3-oxoacyl-acyl-carrier protein reductase,Plasmodium falciparum,10000,IC50,1.00000
5TPT,5281607,Amyloid-beta precursor protein,Homo sapiens (Human),6400,IC50,0.88776
1REX,5281607,Lysozyme C-1,Rattus norvegicus,>30000,IC50,0.92265
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),38000,IC50,0.95977
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),840,IC50,1.00000
4F7N,5281607,Cyclin-dependent kinase 5,Rattus norvegicus,>250000,EC50,0.88776
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),8913,Kd,1.00000
3LXE,5281607,Carbonic anhydrase 4,Homo sapiens (Human),293,Ki,0.88776
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),56,Ki,0.88776
3DWW,5281607,Prostaglandin G/H synthase 2,Ovis aries (Sheep),>370000,IC50,0.96133
2F2C,5281607,Cyclin homolog/dependent kinase 6,Saimiriine herpesvirus 2,6000,IC50,1.00000
3BHI,5281607,Carbonyl reductase [NADPH] 1,Homo sapiens (Human),670,IC50,1.00000
4BYI,5281607,Aurora kinase B,Homo sapiens (Human),3.96e+3,IC50,0.96133
2F25,5281607,Sialidase,Clostridium perfringens,4300,IC50,0.88776
7OBM,5281607,Prolyl endopeptidase,Homo sapiens (Human),36000,IC50,0.94054
5ABW,5281607,Neutrophil elastase,Homo sapiens (Human),46100,IC50,0.96133
2J8T,5281607,Aldo-keto reductase family 1 member B1 [K65Q],Bos taurus (Cattle),14650,IC50,0.95977
1R42,5281607,Angiotensin-converting enzyme,Oryctolagus cuniculus,280000,IC50,0.96133
2JFD,5281607,Fatty acid synthase,Gallus gallus (Chicken),6.25e+4,IC50,0.88776
5YZ5,5281607,Glycogen synthase kinase-3 beta,Rattus norvegicus (rat),1400,IC50,0.96133
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15B,Homo sapiens (Human),>100000,IC50,0.95977
3CBJ,5281607,Cruzipain,Trypanosoma cruzi,27300,IC50,0.88776
7UW6,5281607,Low molecular weight protein-tyrosine phosphatase A,Mycobacterium tuberculosis,11970,IC50,0.87879
2F25,5281607,Sialidase-2,Homo sapiens (Human),130000,IC50,0.94054
2CAB,5281607,Carbonic anhydrase 1,Homo sapiens (Human),3370,Ki,0.95977
7CE4,5281607,Poly [ADP-ribose] polymerase tankyrase-2,Homo sapiens (Human),2900,IC50,0.96133
2J8T,5281607,Aldo-keto reductase family 1 member B1,Rattus norvegicus,1000000,IC50,0.92553
7LAF,5281607,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),1600,IC50,0.88776
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),>10000,IC50,0.90625
3FVY,5281607,Dipeptidyl peptidase 3,Homo sapiens (Human),2.20e+4,IC50,0.88776
5UKE,5282150,Serine/threonine-protein kinase 33,Homo sapiens (Human),12920,EC50,0.90491
1XUT,5282150,Tumor necrosis factor,Homo sapiens (Human),200,Kd,0.94249
2WAJ,5282150,Mitogen-activated protein kinase 10,Homo sapiens (Human),2.45e+3,IC50,0.90491
6Q6Q,5282150,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),>100000,IC50,0.94277
5M8R,5282150,Tyrosinase,Homo sapiens (Human),>50000,IC50,0.94249
2M2D,5282150,Programmed cell death 1 ligand/protein 1,Homo sapiens,>100000,IC50,0.97508
4JGD,5282150,Dihydroorotate dehydrogenase (fumarate),Leishmania major,100000,IC50,0.94249
6Q20,5282150,Neuraminidase,Influenza A virus,47400,IC50,0.90491
5M8R,5282150,Tyrosinase,Homo sapiens (Human),>50000,IC50,na
6Q20,5282150,Neuraminidase,Influenza A virus (strain A/USSR/90/1977 H1N1),51200,IC50,0.90491
1R42,5282150,Angiotensin-converting enzyme,Oryctolagus cuniculus,280000,IC50,0.90491
2CS5,5282150,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),100000,IC50,0.94249
2VCY,5282150,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum,22300,IC50,0.90491
3LII,5282150,Acetylcholinesterase,Homo sapiens (Human),100000,IC50,0.94249
1XUT,5282150,Tumor necrosis factor,Homo sapiens (Human),790,Kd,0.90491
4BYI,5282150,Aurora kinase B,Homo sapiens (Human),9.14e+3,IC50,0.92401
6Q6Q,5282150,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),6520,IC50,0.88372
1BHG,5282150,Beta-glucuronidase,Rattus norvegicus,>30000,IC50,0.88323
3BRT,5282150,Inhibitor of nuclear factor kappa-B kinase subunit beta,Homo sapiens (Human),3890,IC50,0.92401
6Q6Q,5282150,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),>100000,IC50,0.86145
2F25,5282150,Sialidase,Clostridium perfringens,39300,IC50,0.94249
6Q20,5282150,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),46800,IC50,0.90491
1REX,5282150,Lysozyme C-1,Rattus norvegicus,>30000,IC50,0.88323
5M8R,5282150,Tyrosinase,Homo sapiens (Human),>50000,IC50,na
2CS5,5282150,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),100000,IC50,0.90988
6Q6Q,5282150,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),6130,IC50,0.88372
4BYI,5282150,Aurora kinase B,Homo sapiens (Human),1.214e+4,IC50,0.97508
6Q6Q,5282150,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),11900,IC50,0.96012
5VAR,5282150,Lysine-specific histone demethylase 1A,Homo sapiens (Human),10140,IC50,0.92401
3LII,5282150,Acetylcholinesterase,Homo sapiens (Human),63410,IC50,0.90988
2CS5,5282150,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),100000,IC50,0.88323
5M8R,5282150,Tyrosinase,Homo sapiens (Human),>50000,IC50,na
5VAR,5282150,Lysine-specific histone demethylase 1A,Homo sapiens (Human),21830,IC50,na
5UEN,5282150,Adenosine receptor A1,Rattus norvegicus (rat),3200,Ki,0.86145
2CS5,5282150,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),71560,IC50,0.90491
2J8T,5282150,Aldo-keto reductase family 1 member B1,Rattus norvegicus,16218.1,IC50,0.86145
1IRP,5282150,Interleukin-2,Homo sapiens (Human),20,Kd,0.90491
5AKV,5282150,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),>400000,IC50,0.88024
